"ID","CAST","CAT"
711,"Trabajadores en hormigón, encofradores, ferrallistas y afines","Treballadors del formigó, encofradors, ferrallistes i similars"
7111,"Encofradores y operarios de puesta en obra de hormigón","Encofradors i operaris de la posada en obra del formigó"
7112,"Montadores de prefabricados estructurales (sólo hormigón)","Muntadors de prefabricats estructurals (només de formigó)"
712,"Albañiles, canteros, tronzadores, labrantes y grabadores de piedras","Paletes, pedrers, trossejadors, picadors i gravadors de pedra"
7121,"Albañiles","Paletes"
7122,"Canteros, tronzadores, labrantes y grabadores de piedras","Pedrers, trossejadors, picadors i gravadors de pedra"
713,"Carpinteros (excepto ebanistas y montadores de estructuras metálicas)","Fusters (excepte ebenistes i muntadors d'estructures metàl·liques)"
7131,"Carpinteros (excepto ebanistas)","Fusters (excepte ebenistes)"
7132,"Instaladores de cerramientos metálicos y carpinteros metálicos (excepto montadores de estructuras metálicas)","Instal·ladors i muntadors de tancaments metàl·lics (excepte muntadors d'estructures metàl·liques)"
719,"Otros trabajadores de las obras estructurales de construcción","Altres treballadors d'obres estructurals de la construcció"
7191,"Mantenedores de edificios","Treballadors de manteniment d'edificis"
7192,"Instaladores de fachadas técnicas","Instal·ladors de façanes tècniques"
7193,"Instaladores de sistemas de impermeabilización en edificios","Instal·ladors de sistemes d'impermeabilització en edificis"
7199,"Otros trabajadores de las obras estructurales de construcción no clasificados bajo otros epígrafes","Altres treballadors d'obres estructurals de la construcció ncaa"
72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines","Treballadors d'acabament de construccions i instal·lacions (excepte electricistes), pintors i similars"
721,"Escayolistas y aplicadores de revestimientos de pasta y mortero","Guixaires i aplicadors de revestiments de pasta i morter"
7211,"Escayolistas","Guixaires"
7212,"Aplicadores de revestimientos de pasta y mortero","Aplicadors de revestiments de pasta i morter"
722,"Fontaneros e instaladores de tuberías","Lampistes i instal·ladors de canonades"
7221,"Fontaneros","Lampistes"
7222,"Montadores-instaladores de gas en edificios","Muntadors instal·ladors de gas en edificis"
7223,"Instaladores de conductos en obra pública","Instal·ladors de canonades en obra pública"
723,"Pintores, empapeladores y afines","Pintors, empaperadors i similars"
7231,"Pintores y empapeladores","Pintors i empaperadors"
7232,"Pintores en las industrias manufactureras","Pintors en les indústries manufactureres"
7240,"Soladores, colocadores de parquet y afines","Enrajoladors, parqueters i similars"
7250,"Mecánicos-instaladores de refrigeración y climatización","Mecànics instal·ladors de refrigeració i climatització"
729,"Otros trabajadores de acabado en la construcción, instalaciones (excepto electricistas) y afines","Altres treballadors d'acabament de construccions i instal·lacions (excepte electricistes) i similars"
7291,"Montadores de cubiertas","Muntadors de cobertes"
7292,"Instaladores de material aislante térmico y de insonorización","Instal·ladors de material aïllant tèrmic i d'insonorització"
7293,"Cristaleros","Vidriers"
7294,"Montadores-instaladores de placas de energía solar","Muntadors instal·ladors de plaques d'energia solar"
7295,"Personal de limpieza de fachadas de edificios y chimeneas","Personal de neteja de façanes d'edificis i xemeneies"
73,"Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines","Soldadors, planxistes, muntadors d'estructures metàl·liques, ferrers, fabricants d'eines i similars"
731,"Moldeadores, soldadores, chapistas, montadores de estructuras metálicas y trabajadores afines","Emmotlladors, soldadors, planxistes, muntadors d'estructures metàl·liques i treballadors similars"
7311,"Moldeadores y macheros","Emmotlladors i matricers"
7312,"Soldadores y oxicortadores","Soldadors i oxitalladors"
7313,"Chapistas y caldereros","Planxistes i calderers"
7314,"Montadores de estructuras metálicas","Muntadors d'estructures metàl·liques"
7315,"Montadores de estructuras cableadas y empalmadores de cables","Muntadors d'estructures cablejades i empalmadors de cables"
732,"Herreros y trabajadores de la fabricación de herramientas y afines","Ferrers i treballadors de la fabricació d'eines i similars"
7321,"Herreros y forjadores","Ferrers i forjadors"
7322,"Trabajadores de la fabricación de herramientas, mecánico-ajustadores, modelistas, matriceros y afines","Treballadors de la fabricació d'eines, mecànics ajustadors, modelistes, matricers i similars"
7323,"Ajustadores y operadores de máquinas-herramienta","Ajustadors i operadors de màquines eina"
7324,"Pulidores de metales y afiladores de herramientas","Polidors de metalls i esmolets d'eines"
740,"Mecánicos y ajustadores de maquinaria","Mecànics i ajustadors de maquinària"
7401,"Mecánicos y ajustadores de vehículos de motor","Mecànics i ajustadors de vehicles de motor"
7402,"Mecánicos y ajustadores de motores de avión","Mecànics i ajustadors de motors d'avió"
7403,"Mecánicos y ajustadores de maquinaria agrícola e industrial","Mecànics i ajustadors de maquinària agrícola i industrial"
7404,"Mecánicos y ajustadores de maquinaria naval y ferroviaria","Mecànics i ajustadors de maquinària naval i ferroviària"
7405,"Reparadores de bicicletas y afines","Reparadors de bicicletes i similars"
75,"Trabajadores especializados en electricidad y electrotecnología","Treballadors especialitzats en electricitat i electrotecnologia"
7510,"Electricistas de la construcción y afines","Electricistes de la construcció i similars"
752,"Otros instaladores y reparadores de equipos eléctricos","Altres instal·ladors i reparadors d'equips elèctrics"
7521,"Mecánicos y reparadores de equipos eléctricos","Mecànics i reparadors d'equips elèctrics"
7522,"Instaladores y reparadores de líneas eléctricas","Instal·ladors i reparadors de línies elèctriques"
753,"Instaladores y reparadores de equipos electrónicos y de telecomunicaciones","Instal·ladors i reparadors d'equips electrònics i de telecomunicacions"
7531,"Mecánicos y reparadores de equipos electrónicos","Mecànics i reparadors d'equips electrònics"
7532,"Instaladores y reparadores en electromedicina","Instal·ladors i reparadors en electromedicina"
7533,"Instaladores y reparadores en tecnologías de la información y las comunicaciones","Instal·ladors i reparadors en tecnologies de la informació i la comunicació (TIC)"
76,"Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas","Mecànics de precisió en metalls, ceramistes, vidriers, artesans i treballadors de les arts gràfiques"
761,"Mecánicos de precisión en metales, ceramistas, vidrieros y artesanos","Mecànics de precisió en metalls, ceramistes, vidriers i artesans"
7611,"Relojeros y mecánicos de instrumentos de precisión","Rellotgers i mecànics d'instruments de precisió"
7612,"Lutieres y similares; afinadores de instrumentos musicales","Lutiers i similars; afinadors d'instruments musicals"
7613,"Joyeros, orfebres y plateros","Joiers, orfebres i argenters"
7614,"Trabajadores de la cerámica, alfareros y afines","Treballadors de la ceràmica, terrissaires i similars"
7615,"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio","Bufadors, modeladors, laminadors, talladors i polidors de vidre"
7616,"Rotulistas, grabadores de vidrio, pintores decorativos de artículos diversos","Retolistes, gravadors de vidre i pintors decoratius d'articles diversos"
7617,"Artesanos en madera y materiales similares; cesteros, bruceros y trabajadores afines","Artesans de la fusta i materials similars, cistellers, raspallaires i treballadors similars"
7618,"Artesanos en tejidos, cueros y materiales similares, preparadores de fibra y tejedores con telares artesanos o de tejidos de punto y afines","Artesans del tèxtil, cuir i materials similars, preparadors de fibra i teixidors amb telers artesans o de teixits de punt i similars"
7619,"Artesanos no clasificados bajo otros epígrafes","Artesans ncaa"
762,"Oficiales y operarios de las artes gráficas","Oficials i operaris de les arts gràfiques"
7621,"Trabajadores de procesos de preimpresión","Treballadors de processos de preimpressió"
7622,"Trabajadores de procesos de impresión","Treballadors de processos d'impressió"
7623,"Trabajadores de procesos de encuadernación","Treballadors de processos d'enquadernació"
770,"Trabajadores de la industria de la alimentación, bebidas y tabaco","Treballadors de la indústria de l'alimentació, les begudes i el tabac"
7701,"Matarifes y trabajadores de las industrias cárnicas","Matadors i treballadors de les indústries càrnies"
7702,"Trabajadores de las industrias del pescado","Treballadors de les indústries del peix"
7703,"Panaderos, pasteleros y confiteros","Forners, pastissers i confiters"
7704,"Trabajadores del tratamiento de la leche y elaboración de productos lácteos (incluidos helados)","Treballadors del tractament de la llet i l'elaboració de productes lactis, inclosos els gelats"
7705,"Trabajadores conserveros de frutas y hortalizas y trabajadores de la elaboración de bebidas no alcohólicas","Treballadors de la conservació de fruites i hortalisses i de l'elaboració de begudes no alcohòliques"
7706,"Trabajadores de la elaboración de bebidas alcohólicas distintas del vino","Treballadors de l'elaboració de begudes alcohòliques (excepte el vi)"
7707,"Trabajadores de la elaboración del vino","Treballadors de l'elaboració del vi"
7708,"Preparadores y elaboradores del tabaco y sus productos","Preparadors i elaboradors de tabac i productes derivats"
7709,"Catadores y clasificadores de alimentos y bebidas","Degustadors i classificadors d'aliments i begudes"
78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios","Treballadors de la fusta, tèxtil, confecció, pell, cuir, calçat i altres operaris en oficis"
781,"Trabajadores que tratan la madera y afines","Treballadors del tractament de la fusta i similars"
7811,"Trabajadores del tratamiento de la madera","Treballadors del tractament de la fusta"
7812,"Ajustadores y operadores de máquinas para trabajar la madera","Ajustadors i operadors de màquines de treballar la fusta"
7820,"Ebanistas y trabajadores afines","Ebenistes i treballadors similars"
783,"Trabajadores del textil, confección, piel, cuero y calzado","Treballadors del tèxtil, confecció, pell, cuir i calçat"
7831,"Sastres, modistos, peleteros y sombrereros","Sastres, modistes, pelleters i barreters"
7832,"Patronistas para productos en textil y piel","Patronistes per a productes tèxtils i de pell"
7833,"Cortadores de tejidos, cuero, piel y otros materiales","Talladors de teixits, cuir, pell i altres materials"
7834,"Costureros a mano, bordadores y afines","Cosidors a mà, brodadors i similars"
7835,"Tapiceros, colchoneros y afines","Tapissers, matalassers i similars"
7836,"Curtidores y preparadores de pieles","Adobers i preparadors de pells"
7837,"Zapateros y afines","Sabaters i similars"
789,"Pegadores, buceadores, probadores de productos y otros operarios y artesanos diversos","Artillers metxers de mines, bussos, provadors de productes i altres operaris i artesans diversos"
7891,"Buceadores","Bussos"
7892,"Pegadores","Artillers metxers de mines"
7893,"Clasificadores y probadores de productos (excepto alimentos, bebidas y tabaco)","Classificadors i provadors de productes (excepte aliments, begudes i tabac)"
7894,"Fumigadores y otros controladores de plagas y malas hierbas","Fumigadors i altres controladors de plagues i males herbes"
7899,"Oficiales, operarios y artesanos de otros oficios no clasificados bajo otros epígrafes","Oficials, operaris i artesans d'altres oficis ncaa"
8,"Operadores de instalaciones y maquinaria, y montadores","Operadors d'instal·lacions i maquinària, i muntadors"
81,"Operadores de instalaciones y maquinaria fijas","Operadors d'instal·lacions i maquinària fixes"
811,"Operadores en instalaciones de la extracción y explotación de minerales","Operadors d'instal·lacions d'extracció i explotació de minerals"
8111,"Mineros y otros operadores en instalaciones mineras","Miners i altres operadors d'instal·lacions mineres"
8112,"Operadores en instalaciones para la preparación de minerales y rocas","Operadors d'instal·lacions de preparació de minerals i roques"
8113,"Sondistas y trabajadores afines","Sondistes i treballadors similars"
8114,"Operadores de maquinaria para fabricar productos derivados de minerales no metálicos","Operadors de màquines de fabricar productes derivats de minerals no metàl·lics"
812,"Operadores en instalaciones para el tratamiento de metales","Operadors d'instal·lacions per al tractament dels metalls"
8121,"Operadores en instalaciones para la obtención y transformación de metales","Operadors d'instal·lacions d'obtenció i transformació de metalls"
8122,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales","Operadors de màquines polidores, galvanitzadores i recobridores de metalls"
813,"Operadores de instalaciones y máquinas de productos químicos, farmacéuticos y materiales fotosensibles","Operadors d'instal·lacions i màquines de productes químics, farmacèutics i materials fotosensibles"
8131,"Operadores en plantas industriales químicas","Operadors de plantes industrials químiques"
8132,"Operadores de máquinas para fabricar productos farmacéuticos, cosméticos y afines","Operadors de màquines per fabricar productes farmacèutics, cosmètics i similars"
8133,"Operadores de laboratorios fotográficos y afines","Operadors de laboratoris fotogràfics i similars"
814,"Operadores en instalaciones para el tratamiento y transformación de la madera, la fabricación de papel, productos de papel y caucho o materias plásticas","Operadors d'instal·lacions per el tractament i transformació de la fusta, la fabricació de paper, productes de paper i cautxú o matèries plàstiques"
8141,"Operadores de máquinas para fabricar productos de caucho y derivados de resinas naturales","Operadors de màquines de fabricar productes de cautxú i derivats de resines naturals"
8142,"Operadores de máquinas para fabricar productos de material plástico","Operadors de màquines de fabricar productes de matèries plàstiques"
8143,"Operadores de máquinas para fabricar productos de papel y cartón","Operadors de màquines de fabricar productes de paper i cartó"
8144,"Operadores de serrerías, de máquinas de fabricación de tableros y de instalaciones afines para el tratamiento de la madera y el corcho","Operadors de serradores, de màquines de fabricar taulers i d'instal·lacions similars de tractament de la fusta i el suro"
8145,"Operadores en instalaciones para la preparación de pasta de papel y fabricación de papel","Operadors d'instal·lacions de preparació de pasta de paper i de fabricació de paper"
815,"Operadores de máquinas para fabricar productos textiles y artículos de piel y de cuero","Operadors de màquines de fabricar productes tèxtils i articles de pell i cuir"
8151,"Operadores de máquinas para preparar fibras, hilar y devanar","Operadors de màquines de preparar fibres, filar i debanar"
8152,"Operadores de telares y otras máquinas tejedoras","Operadors de telers i altres màquines de teixir"
8153,"Operadores de máquinas de coser y bordar","Operadors de màquines de cosir i brodar"
8154,"Operadores de máquinas de blanquear, teñir, estampar y acabar textiles","Operadors de màquines de blanquejar, tenyir, estampar i acabar tèxtils"
8155,"Operadores de máquinas para tratar pieles y cuero","Operadors de màquines de tractar la pell i el cuir"
8156,"Operadores de máquinas para la fabricación del calzado, marroquinería y guantería de piel","Operadors de màquines de fabricar calçat, marroquineria i guanteria de pell"
8159,"Operadores de máquinas para fabricar productos textiles no clasificados bajo otros epígrafes","Operadors de màquines de fabricar productes tèxtils ncaa"
8160,"Operadores de máquinas para elaborar productos alimenticios, bebidas y tabaco","Operadors de màquines d'elaborar productes alimentaris, begudes i tabac"
8170,"Operadores de máquinas de lavandería y tintorería","Operadors de màquines de bugaderia i tintoreria"
819,"Otros operadores de instalaciones y maquinaria fijas","Altres operadors d'instal·lacions i maquinària fixes"
8191,"Operadores de hornos e instalaciones de vidriería y cerámica","Operadors de forns i instal·lacions de vidrieria i ceràmica"
8192,"Operadores de calderas y máquinas de vapor","Operadors de calderes i màquines de vapor"
8193,"Operadores de máquinas de embalaje, embotellamiento y etiquetado","Operadors de màquines d'embalatge, embotellament i etiquetatge"
8199,"Operadores de instalaciones y maquinaria fijas no clasificados bajo otros epígrafes","Altres operadors d'instal·lacions i maquinària fixes ncaa"
820,"Montadores y ensambladores en fábricas","Muntadors i engalzadors en fàbriques"
8201,"Ensambladores de maquinaria mecánica","Engalzadors de maquinària mecànica"
8202,"Ensambladores de equipos eléctricos y electrónicos","Engalzadors d'equips elèctrics i electrònics"
8209,"Montadores y ensambladores no clasificados en otros epígrafes","Muntadors i engalzadors ncaa"
83,"Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros","Maquinistes de locomotores, operadors de maquinària agrícola i d'equips pesants mòbils, i mariners"
831,"Maquinistas de locomotoras y afines","Maquinistes de locomotores i similars"
8311,"Maquinistas de locomotoras","Maquinistes de locomotores"
8312,"Agentes de maniobras ferroviarias","Agents de maniobres ferroviàries"
832,"Operadores de maquinaria agrícola y forestal móvil","Operadors de maquinària agrícola i forestal mòbil"
8321,"Operadores de maquinaria agrícola móvil","Operadors de maquinària agrícola mòbil"
8322,"Operadores de maquinaria forestal móvil","Operadors de maquinària forestal mòbil"
833,"Operadores de otras máquinas móviles","Operadors d'altres màquines mòbils"
8331,"Operadores de maquinaria de movimientos de tierras y equipos similares","Operadors de maquinària de moviments de terres i equips similars"
8332,"Operadores de grúas, montacargas y de maquinaria similar de movimiento de materiales","Operadors de grues, muntacàrregues i maquinària similar de moviment de materials"
8333,"Operadores de carretillas elevadoras","Operadors de carretons elevadors"
8340,"Marineros de puente, marineros de máquinas y afines","Mariners de pont, mariners de màquines i similars"
84,"Conductores de vehículos para el transporte urbano o por carretera","Conductors de vehicles de transport urbà o per carretera"
841,"Conductores de automóviles, taxis y furgonetas","Conductors d'automòbils, taxis i furgonetes"
8411,"Conductores propietarios de automóviles, taxis y furgonetas","Conductors propietaris d'automòbils, taxis i furgonetes"
8412,"Conductores asalariados de automóviles, taxis y furgonetas","Conductors assalariats d'automòbils, taxis i furgonetes"
8420,"Conductores de autobuses y tranvías","Conductors d'autobusos i tramvies"
843,"Conductores de camiones","Conductors de camions"
8431,"Conductores propietarios de camiones","Conductors propietaris de camions"
8432,"Conductores asalariados de camiones","Conductors assalariats de camions"
8440,"Conductores de motocicletas y ciclomotores","Conductors de motocicletes i ciclomotors"
9,"Ocupaciones elementales","Ocupacions elementals"
9100,"Empleados domésticos","Empleats domèstics"
9210,"Personal de limpieza de oficinas, hoteles y otros establecimientos similares","Personal de neteja d'oficines, hotels i altres establiments similars"
922,"Limpiadores de vehículos, ventanas y personal de limpieza a mano","Netejadors de vehicles, finestres i personal de neteja a mà"
9221,"Limpiadores en seco a mano y afines","Netejadors en sec i a mà i similars"
9222,"Limpiadores de vehículos","Netejadors de vehicles"
9223,"Limpiadores de ventanas","Netejadors de finestres"
9229,"Otro personal de limpieza","Altre tipus de personal de neteja ncaa"
93,"Ayudantes de preparación de alimentos","Ajudants de preparació d'aliments"
9310,"Ayudantes de cocina","Ajudants de cuina"
9320,"Preparadores de comidas rápidas","Preparadors de menjar ràpid"
94,"Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios","Recollidors de residus urbans, venedors de carrer i altres ocupacions elementals de serveis"
9410,"Vendedores callejeros","Venedors de carrer"
9420,"Repartidores de publicidad, limpiabotas y otros trabajadores de oficios callejeros","Repartidors de publicitat, enllustradors i altres treballadors d'oficis de carrer"
943,"Ordenanzas, mozos de equipaje, repartidores a pie y afines","Ordenances, mossos d'equipatge, repartidors a peu i similars"
9431,"Ordenanzas","Ordenances"
9432,"Mozos de equipaje y afines","Mossos d'equipatge i similars"
9433,"Repartidores, recadistas y mensajeros a pie","Repartidors, persones dels encàrrecs i missatgers, a peu"
9434,"Lectores de contadores y recaudadores de máquinas recreativas y expendedoras","Lector de comptadors (aigua, gas, etc.) i recaptadors de monedes de màquines recreatives i expenedores"
944,"Recogedores de residuos, clasificadores de desechos, barrenderos y afines","Recollidors de residus urbans, classificadors de residus, escombradors i similars"
9441,"Recogedores de residuos","Recollidors de residus urbans"
9442,"Clasificadores de desechos, operarios de punto limpio y recogedores de chatarra","Classificadors de residus, operaris d'ecoparc i recollidors de ferralla"
9443,"Barrenderos y afines","Escombradors i similars"
9490,"Otras ocupaciones elementales","Altres ocupacions elementals"
95,"Peones agrarios, forestales y de la pesca","Peons agraris, forestals i pesquers"
951,"Peones agrícolas","Peons agrícoles"
9511,"Peones agrícolas (excepto en huertas, invernaderos, viveros y jardines)","Peons agrícoles (excepte d'hortes, hivernacles, planters i jardins)"
9512,"Peones agrícolas en huertas, invernaderos, viveros y jardines","Peons agrícoles d'hortes, hivernacles, planters i jardins"
9520,"Peones ganaderos","Peons ramaders"
9530,"Peones agropecuarios","Peons agropecuaris"
954,"Peones de la pesca, la acuicultura, forestales y de la caza","Peons de la pesca, l'aqüicultura, forestals i de la caça"
9541,"Peones de la pesca","Peons de la pesca"
9542,"Peones de la acuicultura","Peons de l'aqüicultura"
9543,"Peones forestales y de la caza","Peons forestals i de la caça"
960,"Peones de la construcción y de la minería","Peons de la construcció i la mineria"
9601,"Peones de obras públicas","Peons d'obres públiques"
9602,"Peones de la construcción de edificios","Peons de la construcció d'edificis"
9603,"Peones de la minería, canteras y otras industrias extractivas","Peons de la mineria, pedreres i altres indústries extractives"
9700,"Peones de las industrias manufactureras","Peons de les indústries manufactureres"
98,"Peones del transporte, descargadores y reponedores","Peons del transport, descarregadors i reposadors"
981,"Peones del transporte, descargadores y afines","Peons del transport, descarregadors i similars"
9811,"Peones del transporte de mercancías y descargadores","Peons del transport de mercaderies i descarregadors"
9812,"Conductores de vehículos de tracción animal para el transporte de personas y similares","Conductors de vehicles de tracció animal per al transport de persones i similars"
9820,"Reponedores","Reposadors"
